label,message,Unnamed: 2,Unnamed: 3,Unnamed: 4,cleaned_message,message_length
1,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",,,,flirting txt girl bloke ur name age eg girl zoe join get chatting,104
0,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,,,,walked hour c u doesnåõt show care wont u believe im serious,78
1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,,,,days euro kickoff u kept informed latest news results daily unsubscribe send get euro stop,135
0,Are you available for soiree on June 3rd?,,,,available soiree june rd,41
0,Do u noe wat time e place dat sells 4d closes?,,,,u noe wat time e place dat sells closes,46
0,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",,,,got another job one hospital data analysis something starts monday sure thesis got finished,136
0,Jay's getting really impatient and belligerent,,,,jays getting really impatient belligerent,46
0,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,,,,hiya comin bristol st week april les got rudi new yrs eve snoringthey drunk u bak college yet work sends ink bath,157
0,I'm at work. Please call,,,,im work please call,24
0,Then u drive lor.,,,,u drive lor,17
0,Ard 515 like dat. Y?,,,,ard like dat,20
0,Tell me they're female :V how're you throwing in? We're deciding what all to get now,,,,tell theyre female v howre throwing deciding get,84
1,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,,,,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win å cash wkentp,153
0,I'm working technical support :)voice process.networking field.,,,,im working technical support voice processnetworking field,63
0,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,,,,might come kerala daysso prepared take leave finalise dont plan travel visitneed finish urgent works,155
0,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,,,,ok sure time tho sure get library class try see point good eve,122
1,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,,,,new local dates area lots new people registered area reply date start wwwflirtpartyus replys,143
0,"That's fine, I'll bitch at you about it later then",,,,thats fine ill bitch later,50
0,No my mum went 2 dentist.,,,,mum went dentist,25
0,Once free call me sir. I am waiting for you.,,,,free call sir waiting,44
0,Meeting u is my work. . . Tel me when shall i do my work tomorrow,,,,meeting u work tel shall work tomorrow,65
1,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,,,,someone u know asked dating service contact cant guess call revealed po box wu,134
0,Jus finish bathing...,,,,jus finish bathing,21
0,"alright, I'll make sure the car is back tonight",,,,alright ill make sure car back tonight,47
1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,,,,urgent trying contact u todays draw shows å prize guaranteed call land line claim c validhrs,157
1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,,,,dear uve invited xchat final attempt contact u txt chat,90
0,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,,,,lul im gettin juicy gossip hospital two nurses talking fat gettin one thinks shes obese oyea,135
0,Aight ill get on fb in a couple minutes,,,,aight ill get fb couple minutes,39
0,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,,,,oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz,83
0,Where can download clear movies. Dvd copies.,,,,download clear movies dvd copies,44
0,"Yep, by the pretty sculpture",,,,yep pretty sculpture,28
0,Convey my regards to him,,,,convey regards,24
0,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,,,,watching surya movie pm vijay movie pokkiri,67
0,You tell what happen dont behave like this to me. Ok no need to say,,,,tell happen dont behave like ok need say,67
0,Can u get pic msgs to your phone?,,,,u get pic msgs phone,33
0,Send to someone else :-),,,,send someone else,24
0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem,119
0,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,,,,love start attractioni feel need every time around meshe first thing comes thoughtsi would start day end hershe every time dreamlove every breath namemy life happen around hermy life named heri would cry herwill give happiness take sorrowsi ready fight anyone heri love craziest things herlove dont proove anyone girl beautiful lady whole planeti always singing praises herlove start making chicken curry end makiing sambarlife beautiful thenwill get every morning thank god day mei would like say lotwill tell later,910
0,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",,,,frndship like needle clock though v r clock v r nt able met evn v meetitz seconds bt v alwys stay conected gud,158
0,I don't think he has spatula hands!,,,,dont think spatula hands,35
0,You can never do NOTHING,,,,never nothing,24
1,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,,,,awarded sipix digital camera call landline delivery within days cs box mbp yr warranty ppm p på,153
0,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,,,,goodmorning today late ltdecimalgt min,53
1,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,,,,win urgent mobile number awarded å prize guaranteed call land line claim valid hrs ppm,147
0,Please da call me any mistake from my side sorry da. Pls da goto doctor.,,,,please da call mistake side sorry da pls da goto doctor,72
0,Where r we meeting?,,,,r meeting,19
0,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",,,,well weather calis great complexities great need car move freely taxes outrageous great place sad part missing home,188
0,Now only i reached home. . . I am very tired now. . I will come tomorro,,,,reached home tired come tomorro,71
0,Ryder unsold.now gibbs.,,,,ryder unsoldnow gibbs,23
1,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,,,,dear subscriber ur draw å gift voucher b entered receipt correct ans elvis presleys birthday txt answer,142
0,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,,,,dont fret ill buy ovulation test strips send wont get til like march send postal addressull alrightokay,160
0,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,,,,gifts trying get throw cliff something,73
0,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,,,,ne thing interesting good birthday u wrking nxt started uni today,106
0,You busy or can I come by at some point and figure out what we're doing tomorrow,,,,busy come point figure tomorrow,80
0,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",,,,yeah go bored depressed sittin waitin phone ring hope wind drops though scary,105
0,Black shirt n blue jeans... I thk i c Ì_...,,,,black shirt n blue jeans thk c ì_,43
0,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,,,,aiyah sorry lor watch tv watch forgot check phone,68
1,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,,,,message important information user today lucky day find log onto httpwwwurawinnercom fantastic surprise awaiting,159
0,on hen night. Going with a swing,,,,hen night going swing,32
0,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",,,,good afternoon love goes day woke early online waiting hmmm italian boy online see grins,159
0,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,,,,someone smoke every time ive smoked last two weeks calling texting wanted smoke,140
0,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),,,,youll get headache trying figure u trust math promise,101
0,S s..first time..dhoni rocks...,,,,sfirst timedhoni rocks,31
0,Ok ill tell the company,,,,ok ill tell company,23
0,"Awesome, think we can get an 8th at usf some time tonight?",,,,awesome think get th usf time tonight,58
0,So that means you still think of teju,,,,means still think teju,37
0,"No I'm good for the movie, is it ok if I leave in an hourish?",,,,im good movie ok leave hourish,61
0,No no:)this is kallis home ground.amla home town is durban:),,,,nothis kallis home groundamla home town durban,60
0,So lets make it saturday or monday as per convenience.,,,,lets make saturday monday per convenience,54
0,Hey... What time is your driving on fri? We go for evaluation on fri?,,,,hey time driving fri go evaluation fri,69
1,"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",,,,å price claim call,70
0,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,,,,im going lunch wif family aft dat go str orchard lor,72
